Date,BAC,C,spread_t,beta_t_est,signal_t,theta_t,E·P_t,z_t
2018-04-09,29.8700008392334,69.44000244140625,-0.016807391623149925,0.4173729047089432,0,1.8,-5.91501437101679,1.6170053353735103
2018-04-10,30.479999542236328,70.51000213623047,0.02139882845141372,0.4191727429301844,0,1.8,-5.9459375650284265,1.5786238399993275
2018-04-11,29.899999618530273,69.88999938964844,-0.04441916817000546,0.4155544819798486,0,1.8,-6.019132326325487,1.4906078794286706
2018-04-12,30.649999618530273,72.12999725341797,-0.03165942346743833,0.4128052689773776,0,1.8,-6.295826090361492,1.162838549213499
2018-04-13,29.799999237060547,71.01000213623047,-0.06097501259775484,0.4078062654029554,0,1.8,-6.348521450870681,1.1037756364376734
2018-04-16,29.93000030517578,70.06999969482422,0.06707696588981094,0.41323534041296595,0,1.8,-6.053539977495019,1.4589162277223284
2018-04-17,30.040000915527344,69.73999786376953,0.04672307571168588,0.41703683144066506,0,1.8,-5.924096556883477,1.6122715659200153
2018-04-18,29.530000686645508,68.9800033569336,-0.022196940542865917,0.4152560967066874,0,1.8,-5.9329940071605805,1.601311324387051
2018-04-19,30.18000030517578,70.27999877929688,0.012894845887817752,0.41633915657019765,0,1.8,-6.0072109944443355,1.5163846697497028
2018-04-20,30.260000228881836,70.0,0.03104344001659598,0.4188843700423511,0,1.8,-5.9027437258935755,1.6438536643344193
2018-04-23,30.31999969482422,69.4800033569336,0.046320314822946074,0.4226376833418136,-1,1.8,-5.744356225644381,1.833998457488403
2018-04-24,30.190000534057617,69.12000274658203,0.010343038854234266,0.4234739214554179,-1,1.8,-5.703693459328129,1.8800235381884853
2018-04-25,30.13999938964844,69.36000061035156,-0.02119358994171705,0.4217390730119478,0,1.8,-5.785767761289325,1.7791495968841198
2018-04-26,30.06999969482422,69.18000030517578,-0.0023038287670260615,0.4215518953965418,0,1.8,-5.767447383149969,1.7984016894781454
2018-04-27,30.149999618530273,68.98999786376953,0.023888929374308532,0.4234872526023815,-1,1.8,-5.686215970336255,1.89297629244486
2018-04-30,29.920000076293945,68.2699966430664,0.015215672966728988,0.42469961204932277,-1,1.8,-5.592825174711114,1.9985731525621386
2018-05-01,29.950000762939453,68.25,0.008257108137446068,0.4253642804354649,-1,1.8,-5.575596277704063,2.0128849549034338
2018-05-02,29.579999923706055,67.98999786376953,-0.03885607146663972,0.42225388502611927,-1,1.8,-5.657278492137051,1.9094701019442952
2018-05-03,29.200000762939453,67.94000244140625,-0.0615618237559552,0.4173127194363905,0,1.8,-5.797202885823479,1.7395187055684136
2018-05-04,29.299999237060547,67.94000244140625,0.005948043045986395,0.4177907218252685,0,1.8,-5.756984319688055,1.7836032661838737
2018-05-07,29.63999938964844,68.5,0.017089819068687007,0.41918566103463023,0,1.8,-5.764822957632552,1.769916706356004
2018-05-08,29.93000030517578,71.0,-0.10645883087604702,0.4099785270885064,0,1.8,-6.293653669151423,1.1477102266180272
2018-05-09,30.719999313354492,71.94999694824219,0.04165921435838271,0.4135386150185703,0,1.8,-6.221199105936561,1.237722714909597
2018-05-10,30.88999938964844,72.56999969482422,-0.006264487505923455,0.41300387843868197,0,1.8,-6.31290292057866,1.1340900376633645
2018-05-11,30.920000076293945,72.86000061035156,-0.013381782171538958,0.4118647278165671,0,1.8,-6.375711264187725,1.0635527075623639
2018-05-14,31.1200008392334,72.62000274658203,0.04003899336846217,0.41523699112955637,0,1.8,-6.233308345903419,1.2351287190912432
2018-05-15,31.219999313354492,72.68000030517578,0.016113588313565685,0.4165995212180046,0,1.8,-6.208580350259359,1.2650313210676558
